Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2021,2,Capital Federal,1398747,1608.0,1400355
2021,2,Catamarca,55743,1.0,55744
2021,2,Chaco,140726,3.0,140729
2021,2,Chubut,138412,825.0,139237
2021,2,Córdoba,930818,62.0,930880
2021,2,Corrientes,129498,3.0,129501
2021,2,Entre Ríos,257617,15.0,257632
2021,2,Formosa,51551,0.0,51551
2021,2,Jujuy,111848,0.0,111848
2021,2,La Pampa,97551,116.0,97667
2021,2,La Rioja,81599,3.0,81602
2021,2,Mendoza,229052,619.0,229671
2021,2,Misiones,156176,0.0,156176
2021,2,Neuquén,137877,373.0,138250
2021,2,Río Negro,143583,501.0,144084
2021,2,Salta,191637,2.0,191639
2021,2,San Juan,78677,256.0,78933
2021,2,San Luis,122670,148.0,122818
2021,2,Santa Cruz,48785,197.0,48982
2021,2,Santa Fe,840449,151.0,840600
2021,2,Santiago Del Estero,114089,1.0,114090
2021,2,Tierra Del Fuego,35404,289.0,35693
2021,2,Tucumán,233026,25.0,233051
2021,1,Buenos Aires,4054936,5066.0,4060002
2021,1,Capital Federal,1378283,1390.0,1379673
2021,1,Catamarca,51967,1.0,51968
2021,1,Chaco,139767,3.0,139770
2021,1,Chubut,131515,825.0,132340
2021,1,Córdoba,910826,55.0,910881
2021,1,Corrientes,126622,3.0,126625
2021,1,Entre Ríos,251950,13.0,251963
2021,1,Formosa,50686,0.0,50686
2021,1,Jujuy,110456,0.0,110456
2021,1,La Pampa,96989,116.0,97105
2021,1,La Rioja,52625,3.0,52628
2021,1,Mendoza,218308,615.0,218923
2021,1,Misiones,149387,0.0,149387
2021,1,Neuquén,132862,373.0,133235
2021,1,Río Negro,140667,501.0,141168
2021,1,Salta,187572,2.0,187574
2021,1,San Juan,78011,256.0,78267
2021,1,San Luis,119006,148.0,119154
2021,1,Santa Cruz,45868,197.0,46065
2021,1,Santa Fe,825990,137.0,826127
2021,1,Santiago Del Estero,111640,1.0,111641
2021,1,Tierra Del Fuego,40133,289.0,40422
2021,1,Tucumán,231890,22.0,231912
2020,4,Buenos Aires,4028195,5066.0,4033261
2020,4,Capital Federal,1378140,1390.0,1379530
2020,4,Catamarca,52395,1.0,52396
2020,4,Chaco,139088,3.0,139091
2020,4,Chubut,129749,825.0,130574
2020,4,Córdoba,902646,55.0,902701
2020,4,Corrientes,125656,3.0,125659
2020,4,Entre Ríos,247368,13.0,247381
2020,4,Formosa,50206,0.0,50206
2020,4,Jujuy,105851,0.0,105851
2020,4,La Pampa,96779,116.0,96895
2020,4,La Rioja,52775,3.0,52778
2020,4,Mendoza,214838,615.0,215453
2020,4,Misiones,147161,0.0,147161
2020,4,Neuquén,132762,373.0,133135
2020,4,Río Negro,140709,501.0,141210
2020,4,Salta,187388,2.0,187390
2020,4,San Juan,72340,256.0,72596
2020,4,San Luis,119287,148.0,119435
2020,4,Santa Cruz,40477,197.0,40674
2020,4,Santa Fe,820676,137.0,820813
2020,4,Santiago Del Estero,106668,1.0,106669
2020,4,Tierra Del Fuego,39325,289.0,39614
2020,4,Tucumán,231067,22.0,231089
2020,3,Buenos Aires,3932211,5066.0,3937277
2020,3,Capital Federal,1371285,1390.0,1372675
2020,3,Catamarca,49903,1.0,49904
2020,3,Chaco,133951,3.0,133954
2020,3,Chubut,129202,825.0,130027
2020,3,Córdoba,867417,55.0,867472
2020,3,Corrientes,123388,3.0,123391
2020,3,Entre Ríos,241482,13.0,241495
2020,3,Formosa,49209,0.0,49209
2020,3,Jujuy,106728,0.0,106728
2020,3,La Pampa,93619,116.0,93735
2020,3,La Rioja,52613,3.0,52616
2020,3,Mendoza,207173,615.0,207788
2020,3,Misiones,143186,0.0,143186
2020,3,Neuquén,128862,373.0,129235
2020,3,Río Negro,130966,501.0,131467
2020,3,Salta,180844,2.0,180846
2020,3,San Juan,77071,256.0,77327
2020,3,San Luis,116417,148.0,116565
2020,3,Santa Cruz,39084,197.0,39281
2020,3,Santa Fe,802861,137.0,802998
2020,3,Santiago Del Estero,105491,1.0,105492
2020,3,Tierra Del Fuego,39366,289.0,39655
2020,3,Tucumán,223854,22.0,223876
2020,2,Buenos Aires,3772480,5066.0,3777546
2020,2,Capital Federal,1356431,1390.0,1357821
2020,2,Catamarca,47975,1.0,47976
2020,2,Chaco,128129,3.0,128132
2020,2,Chubut,107831,825.0,108656
2020,2,Córdoba,836413,55.0,836468
2020,2,Corrientes,118863,3.0,118866
2020,2,Entre Ríos,234100,13.0,234113
2020,2,Formosa,47932,0.0,47932
2020,2,Jujuy,94316,0.0,94316
2020,2,La Pampa,89693,116.0,89809
2020,2,La Rioja,52152,3.0,52155
2020,2,Mendoza,200569,615.0,201184
2020,2,Misiones,140340,0.0,140340
2020,2,Neuquén,125799,373.0,126172
2020,2,Río Negro,128985,501.0,129486
2020,2,Salta,177760,2.0,177762
2020,2,San Juan,69521,256.0,69777
2020,2,San Luis,113804,148.0,113952
2020,2,Santa Cruz,38672,197.0,38869
2020,2,Santa Fe,777795,137.0,777932
2020,2,Santiago Del Estero,105446,1.0,105447
2020,2,Tierra Del Fuego,38900,289.0,39189
2020,2,Tucumán,217134,22.0,217156
2020,1,Buenos Aires,3702985,5066.0,3708051
2020,1,Capital Federal,1352104,1390.0,1353494
2020,1,Catamarca,39634,1.0,39635
2020,1,Chaco,120274,3.0,120277
2020,1,Chubut,95938,800.0,96738
2020,1,Córdoba,811044,55.0,811099
2020,1,Corrientes,113967,3.0,113970
2020,1,Entre Ríos,231833,13.0,231846
2020,1,Formosa,46434,0.0,46434
2020,1,Jujuy,91665,0.0,91665
2020,1,La Pampa,89110,116.0,89226
2020,1,La Rioja,48337,3.0,48340
2020,1,Mendoza,182837,615.0,183452
2020,1,Misiones,133552,0.0,133552
2020,1,Neuquén,121354,373.0,121727
2020,1,Río Negro,125699,501.0,126200
2020,1,Salta,170379,2.0,170381
2020,1,San Juan,63975,256.0,64231
2020,1,San Luis,110404,148.0,110552
2020,1,Santa Cruz,38625,197.0,38822
2020,1,Santa Fe,770981,137.0,771118
2020,1,Santiago Del Estero,102754,1.0,102755
2020,1,Tierra Del Fuego,38505,289.0,38794
2020,1,Tucumán,200045,22.0,200067
2019,4,Buenos Aires,3681120,5134.0,3686254
2019,4,Capital Federal,1356695,1410.0,1358105
2019,4,Catamarca,38310,1.0,38311
2019,4,Chaco,117900,3.0,117903
2019,4,Chubut,95292,810.0,96102
2019,4,Córdoba,806633,55.0,806688
2019,4,Corrientes,113831,3.0,113834
2019,4,Entre Ríos,239017,13.0,239030
2019,4,Formosa,46711,0.0,46711
2019,4,Jujuy,88881,0.0,88881
2019,4,La Pampa,90280,119.0,90399
2019,4,La Rioja,48999,3.0,49002
2019,4,Mendoza,185157,623.0,185780
2019,4,Misiones,135813,0.0,135813
2019,4,Neuquén,116069,376.0,116445
2019,4,Río Negro,126636,504.0,127140
2019,4,Salta,172443,2.0,172445
2019,4,San Juan,64715,259.0,64974
2019,4,San Luis,108053,148.0,108201
2019,4,Santa Cruz,39170,200.0,39370
2019,4,Santa Fe,769019,150.0,769169
2019,4,Santiago Del Estero,103587,1.0,103588
2019,4,Tierra Del Fuego,40101,291.0,40392
2019,4,Tucumán,198621,23.0,198644
2019,3,Buenos Aires,3950114,10119.0,3960233
2019,3,Capital Federal,1437734,3477.0,1441211
2019,3,Catamarca,32391,9.0,32400
2019,3,Chaco,114438,13.0,114451
2019,3,Chubut,87481,1524.0,89005
2019,3,Córdoba,782946,107.0,783053
2019,3,Corrientes,112749,10.0,112759
2019,3,Entre Ríos,238057,45.0,238102
2019,3,Formosa,46066,0.0,46066
2019,3,Jujuy,86575,1.0,86576
2019,3,La Pampa,90559,269.0,90828
2019,3,La Rioja,49659,18.0,49677
2019,3,Mendoza,223015,1322.0,224337
2019,3,Misiones,133883,0.0,133883
2019,3,Neuquén,123435,1986.0,125421
2019,3,Río Negro,143391,904.0,144295
2019,3,Salta,151834,1.0,151835
2019,3,San Juan,72535,563.0,73098
2019,3,San Luis,122409,291.0,122700
2019,3,Santa Cruz,37642,328.0,37970
2019,3,Santa Fe,760706,228.0,760934
2019,3,Santiago Del Estero,133130,2.0,133132
2019,3,Tierra Del Fuego,48043,544.0,48587
2019,3,Tucumán,164099,32.0,164131
2019,2,Buenos Aires,3845594,10104.0,3855698
2019,2,Capital Federal,1412177,3443.0,1415620
2019,2,Catamarca,33626,9.0,33635
2019,2,Chaco,108721,13.0,108734
2019,2,Chubut,86038,1518.0,87556
2019,2,Córdoba,775023,105.0,775128
2019,2,Corrientes,111539,10.0,111549
2019,2,Entre Ríos,235780,44.0,235824
2019,2,Formosa,46438,0.0,46438
2019,2,Jujuy,86706,1.0,86707
2019,2,La Pampa,89937,268.0,90205
2019,2,La Rioja,50283,18.0,50301
2019,2,Mendoza,222535,1322.0,223857
2019,2,Misiones,132878,0.0,132878
2019,2,Neuquén,120954,1999.0,122953
2019,2,Río Negro,137632,915.0,138547
2019,2,Salta,142567,1.0,142568
2019,2,San Juan,69461,564.0,70025
2019,2,San Luis,117094,291.0,117385
2019,2,Santa Cruz,30225,325.0,30550
2019,2,Santa Fe,743258,226.0,743484
2019,2,Santiago Del Estero,126752,2.0,126754
2019,2,Tierra Del Fuego,46910,544.0,47454
2019,2,Tucumán,166299,32.0,166331
2019,1,Buenos Aires,3736563,10104.0,3746667
2019,1,Capital Federal,1396157,3443.0,1399600
2019,1,Catamarca,33613,9.0,33622
2019,1,Chaco,103664,13.0,103677
2019,1,Chubut,78260,1518.0,79778
2019,1,Córdoba,744010,105.0,744115
2019,1,Corrientes,102477,10.0,102487
2019,1,Entre Ríos,232403,44.0,232447
2019,1,Formosa,45211,0.0,45211
2019,1,Jujuy,90146,1.0,90147
2019,1,La Pampa,88892,268.0,89160
2019,1,La Rioja,51638,18.0,51656
2019,1,Mendoza,204976,1322.0,206298
2019,1,Misiones,122720,0.0,122720
2019,1,Neuquén,112321,2056.0,114377
2019,1,Río Negro,120173,915.0,121088
2019,1,Salta,136019,1.0,136020
2019,1,San Juan,61881,564.0,62445
2019,1,San Luis,96044,291.0,96335
2019,1,Santa Cruz,24580,325.0,24905
2019,1,Santa Fe,736851,227.0,737078
2019,1,Santiago Del Estero,89851,2.0,89853
2019,1,Tierra Del Fuego,45903,544.0,46447
2019,1,Tucumán,171970,32.0,172002
2018,4,Buenos Aires,3626502,10104.0,3636606
2018,4,Capital Federal,1385577,3443.0,1389020
2018,4,Catamarca,33574,9.0,33583
2018,4,Chaco,103257,13.0,103270
2018,4,Chubut,77204,1518.0,78722
2018,4,Córdoba,737234,105.0,737339
2018,4,Corrientes,100591,10.0,100601
2018,4,Entre Ríos,222003,44.0,222047
2018,4,Formosa,45204,0.0,45204
2018,4,Jujuy,90132,1.0,90133
2018,4,La Pampa,85368,268.0,85636
2018,4,La Rioja,51633,18.0,51651
2018,4,Mendoza,204982,1322.0,206304
2018,4,Misiones,116273,0.0,116273
2018,4,Neuquén,112309,2056.0,114365
2018,4,Río Negro,115922,915.0,116837
2018,4,Salta,134577,1.0,134578
2018,4,San Juan,61834,564.0,62398
2018,4,San Luis,96040,291.0,96331
2018,4,Santa Cruz,24443,325.0,24768
2018,4,Santa Fe,720161,229.0,720390
2018,4,Santiago Del Estero,89333,2.0,89335
2018,4,Tierra Del Fuego,45716,544.0,46260
2018,4,Tucumán,171972,32.0,172004
2018,3,Buenos Aires,3599714,10563.0,3610277
2018,3,Capital Federal,1385804,6686.0,1392490
2018,3,Catamarca,34215,11.0,34226
2018,3,Chaco,102021,12.0,102033
2018,3,Chubut,101310,2426.0,103736
2018,3,Córdoba,725764,94.0,725858
2018,3,Corrientes,99445,11.0,99456
2018,3,Entre Ríos,204560,48.0,204608
2018,3,Formosa,44865,0.0,44865
2018,3,Jujuy,44934,1.0,44935
2018,3,La Pampa,83180,244.0,83424
2018,3,La Rioja,51855,17.0,51872
2018,3,Mendoza,205545,1484.0,207029
2018,3,Misiones,108042,0.0,108042
2018,3,Neuquén,114713,2005.0,116718
2018,3,Río Negro,112433,1059.0,113492
2018,3,Salta,132882,1.0,132883
2018,3,San Juan,63823,658.0,64481
2018,3,San Luis,74121,300.0,74421
2018,3,Santa Cruz,33565,434.0,33999
2018,3,Santa Fe,694883,217.0,695100
2018,3,Santiago Del Estero,86358,2.0,86360
2018,3,Tierra Del Fuego,45056,508.0,45564
2018,3,Tucumán,171135,31.0,171166
2018,2,Buenos Aires,3490134,10565.0,3500699
2018,2,Capital Federal,1362498,6688.0,1369186
2018,2,Catamarca,34078,11.0,34089
2018,2,Chaco,98509,12.0,98521
2018,2,Chubut,98137,2427.0,100564
2018,2,Córdoba,712979,94.0,713073
2018,2,Corrientes,97946,11.0,97957
2018,2,Entre Ríos,199937,48.0,199985
2018,2,Formosa,44554,,44554
2018,2,Jujuy,45132,1.0,45133
2018,2,La Pampa,82177,244.0,82421
2018,2,La Rioja,51931,17.0,51948
2018,2,Mendoza,199468,1484.0,200952
2018,2,Misiones,106147,,106147
2018,2,Neuquén,113842,2006.0,115848
2018,2,Río Negro,111176,1059.0,112235
2018,2,Salta,134166,1.0,134167
2018,2,San Juan,63443,658.0,64101
2018,2,San Luis,21168,300.0,21468
2018,2,Santa Cruz,33970,435.0,34405
2018,2,Santa Fe,684243,309.0,684552
2018,2,Santiago Del Estero,83773,2.0,83775
2018,2,Tierra Del Fuego,44199,508.0,44707
2018,2,Tucumán,169926,31.0,169957
2018,1,Buenos Aires,3464882,10564.0,3475446
2018,1,Capital Federal,1359882,6688.0,1366570
2018,1,Catamarca,33934,11.0,33945
2018,1,Chaco,96925,12.0,96937
2018,1,Chubut,95532,2427.0,97959
2018,1,Córdoba,713825,101.0,713926
2018,1,Corrientes,94406,11.0,94417
2018,1,Entre Ríos,197346,48.0,197394
2018,1,Formosa,32328,0.0,32328
2018,1,Jujuy,44405,1.0,44406
2018,1,La Pampa,82668,396.0,83064
2018,1,La Rioja,52228,17.0,52245
2018,1,Mendoza,199463,1484.0,200947
2018,1,Misiones,103580,0.0,103580
2018,1,Neuquén,115897,2006.0,117903
2018,1,Río Negro,110057,1062.0,111119
2018,1,Salta,133182,1.0,133183
2018,1,San Juan,62610,658.0,63268
2018,1,San Luis,21096,300.0,21396
2018,1,Santa Cruz,33970,435.0,34405
2018,1,Santa Fe,679717,309.0,680026
2018,1,Santiago Del Estero,82916,2.0,82918
2018,1,Tierra Del Fuego,31106,508.0,31614
2018,1,Tucumán,168026,31.0,168057
2017,4,Buenos Aires,3171206,10690.0,3181896
2017,4,Capital Federal,1575418,6906.0,1582324
2017,4,Catamarca,29548,10.0,29558
2017,4,Chaco,96603,12.0,96615
2017,4,Chubut,91012,2428.0,93440
2017,4,Córdoba,709874,105.0,709979
2017,4,Corrientes,93760,11.0,93771
2017,4,Entre Ríos,193654,49.0,193703
2017,4,Formosa,32056,0.0,32056
2017,4,Jujuy,43551,1.0,43552
2017,4,La Pampa,81675,396.0,82071
2017,4,La Rioja,52177,17.0,52194
2017,4,Mendoza,178661,1490.0,180151
2017,4,Misiones,103895,0.0,103895
2017,4,Neuquén,114965,2006.0,116971
2017,4,Río Negro,108702,1062.0,109764
2017,4,Salta,132811,1.0,132812
2017,4,San Juan,57965,659.0,58624
2017,4,San Luis,14604,300.0,14904
2017,4,Santa Cruz,29018,434.0,29452
2017,4,Santa Fe,672137,323.0,672460
2017,4,Santiago Del Estero,68842,2.0,68844
2017,4,Tierra Del Fuego,28346,508.0,28854
2017,4,Tucumán,162298,34.0,162332
2017,3,Buenos Aires,3046758,11202.0,3057960
2017,3,Capital Federal,1563289,7070.0,1570359
2017,3,Catamarca,33467,11.0,33478
2017,3,Chaco,93747,12.0,93759
2017,3,Chubut,81067,2477.0,83544
2017,3,Córdoba,696536,108.0,696644
2017,3,Corrientes,92536,12.0,92548
2017,3,Entre Ríos,185414,50.0,185464
2017,3,Formosa,32105,0.0,32105
2017,3,Jujuy,43241,1.0,43242
2017,3,La Pampa,79280,410.0,79690
2017,3,La Rioja,51896,17.0,51913
2017,3,Mendoza,190958,1533.0,192491
2017,3,Misiones,100476,0.0,100476
2017,3,Neuquén,113755,2029.0,115784
2017,3,Río Negro,106393,1103.0,107496
2017,3,Salta,132517,1.0,132518
2017,3,San Juan,61789,660.0,62449
2017,3,San Luis,21408,311.0,21719
2017,3,Santa Cruz,33222,468.0,33690
2017,3,Santa Fe,662086,256.0,662342
2017,3,Santiago Del Estero,82792,2.0,82794
2017,3,Tierra Del Fuego,30883,583.0,31466
2017,3,Tucumán,160979,33.0,161012
2017,2,Buenos Aires,3067430,11201.0,3078631
2017,2,Capital Federal,1592175,8016.0,1600191
2017,2,Catamarca,26692,13.0,26705
2017,2,Chaco,90597,14.0,90611
2017,2,Chubut,62245,1730.0,63975
2017,2,Córdoba,657505,133.0,657638
2017,2,Corrientes,90085,12.0,90097
2017,2,Entre Ríos,182675,57.0,182732
2017,2,Formosa,29956,0.0,29956
2017,2,Jujuy,42656,1.0,42657
2017,2,La Pampa,72573,449.0,73022
2017,2,La Rioja,16271,18.0,16289
2017,2,Mendoza,169302,1451.0,170753
2017,2,Misiones,99794,0.0,99794
2017,2,Neuquén,115321,2112.0,117433
2017,2,Río Negro,100621,998.0,101619
2017,2,Salta,108540,1.0,108541
2017,2,San Juan,51261,620.0,51881
2017,2,San Luis,12992,315.0,13307
2017,2,Santa Cruz,26019,369.0,26388
2017,2,Santa Fe,566918,362.0,567280
2017,2,Santiago Del Estero,33194,2.0,33196
2017,2,Tierra Del Fuego,31938,619.0,32557
2017,2,Tucumán,154374,37.0,154411
2017,1,Buenos Aires,3178174,11202.0,3189376
2017,1,Capital Federal,1391030,8016.0,1399046
2017,1,Catamarca,26304,13.0,26317
2017,1,Chaco,89036,14.0,89050
2017,1,Chubut,62166,1730.0,63896
2017,1,Córdoba,641066,133.0,641199
2017,1,Corrientes,88596,12.0,88608
2017,1,Entre Ríos,180296,57.0,180353
2017,1,Formosa,29705,0.0,29705
2017,1,Jujuy,43202,1.0,43203
2017,1,La Pampa,71458,455.0,71913
2017,1,La Rioja,16207,18.0,16225
2017,1,Mendoza,169282,1451.0,170733
2017,1,Misiones,97619,0.0,97619
2017,1,Neuquén,113227,2112.0,115339
2017,1,Río Negro,100288,1000.0,101288
2017,1,Salta,107632,1.0,107633
2017,1,San Juan,51253,620.0,51873
2017,1,San Luis,12992,315.0,13307
2017,1,Santa Cruz,26116,370.0,26486
2017,1,Santa Fe,562520,362.0,562882
2017,1,Santiago Del Estero,34473,2.0,34475
2017,1,Tierra Del Fuego,31938,619.0,32557
2017,1,Tucumán,152734,37.0,152771
2016,4,Buenos Aires,3131499,11202.0,3142701
2016,4,Capital Federal,1393443,8016.0,1401459
2016,4,Catamarca,27021,13.0,27034
2016,4,Chaco,88833,14.0,88847
2016,4,Chubut,62035,1730.0,63765
2016,4,Córdoba,636422,133.0,636555
2016,4,Corrientes,88084,12.0,88096
2016,4,Entre Ríos,180188,57.0,180245
2016,4,Formosa,29513,0.0,29513
2016,4,Jujuy,42624,1.0,42625
2016,4,La Pampa,71368,460.0,71828
2016,4,La Rioja,16298,18.0,16316
2016,4,Mendoza,169274,1451.0,170725
2016,4,Misiones,97390,0.0,97390
2016,4,Neuquén,111723,2112.0,113835
2016,4,Río Negro,100020,1000.0,101020
2016,4,Salta,106934,1.0,106935
2016,4,San Juan,51301,620.0,51921
2016,4,San Luis,12992,315.0,13307
2016,4,Santa Cruz,26094,370.0,26464
2016,4,Santa Fe,561470,362.0,561832
2016,4,Santiago Del Estero,35049,2.0,35051
2016,4,Tierra Del Fuego,31938,619.0,32557
2016,4,Tucumán,151615,37.0,151652
2016,3,Buenos Aires,3075387,11205.0,3086592
2016,3,Capital Federal,1395053,8051.0,1403104
2016,3,Catamarca,26957,13.0,26970
2016,3,Chaco,89216,14.0,89230
2016,3,Chubut,62222,1730.0,63952
2016,3,Córdoba,642458,133.0,642591
2016,3,Corrientes,88328,12.0,88340
2016,3,Entre Ríos,181092,57.0,181149
2016,3,Formosa,27716,0.0,27716
2016,3,Jujuy,42537,1.0,42538
2016,3,La Pampa,69903,461.0,70364
2016,3,La Rioja,16912,18.0,16930
2016,3,Mendoza,169174,1450.0,170624
2016,3,Misiones,97997,0.0,97997
2016,3,Neuquén,110491,2112.0,112603
2016,3,Río Negro,100024,1002.0,101026
2016,3,Salta,107790,1.0,107791
2016,3,San Juan,51348,620.0,51968
2016,3,San Luis,12978,315.0,13293
2016,3,Santa Cruz,25886,371.0,26257
2016,3,Santa Fe,566625,386.0,567011
2016,3,Santiago Del Estero,35658,2.0,35660
2016,3,Tierra Del Fuego,31306,619.0,31925
2016,3,Tucumán,151282,37.0,151319
2016,2,Buenos Aires,3032776,12515.0,3045291
2016,2,Capital Federal,1384824,9760.0,1394584
2016,2,Catamarca,26543,13.0,26556
2016,2,Chaco,88235,16.0,88251
2016,2,Chubut,62116,1740.0,63856
2016,2,Córdoba,634680,234.0,634914
2016,2,Corrientes,86932,24.0,86956
2016,2,Entre Ríos,178194,179.0,178373
2016,2,Formosa,28801,1.0,28802
2016,2,Jujuy,41187,2.0,41189
2016,2,La Pampa,68403,485.0,68888
2016,2,La Rioja,16718,18.0,16736
2016,2,Mendoza,169274,1550.0,170824
2016,2,Misiones,95808,7.0,95815
2016,2,Neuquén,108224,2291.0,110515
2016,2,Río Negro,99631,1073.0,100704
2016,2,Salta,104929,3.0,104932
2016,2,San Juan,51392,621.0,52013
